id_str,from_user,text,created_at,time,geo_coordinates,user_lang,in_reply_to_user_id_str,in_reply_to_screen_name,from_user_id_str,in_reply_to_status_id_str,source,profile_image_url,user_followers_count,user_friends_count,user_location,status_url,entities_str
1263501977784287235,cubanosypunto,"RT @ALDIANews: There is no limit to #Washington’s lying and hypocrisy.

https://t.co/2ZJYY3dzYD

#Venezuela #Cuba #terrorism",Thu May 21 16:08:40 +0000 2020,21/05/2020 17:08:40,,,,,1242205770,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",http://pbs.twimg.com/profile_images/1182670192129839105/CckRpJXx_normal.jpg,892,585,El Salvador,http://twitter.com/cubanosypunto/statuses/1263501977784287235,"{""hashtags"":[{""text"":""Washington"",""indices"":[36,47]},{""text"":""Venezuela"",""indices"":[97,107]},{""text"":""Cuba"",""indices"":[108,113]},{""text"":""terrorism"",""indices"":[114,124]}],""symbols"":[],""user_mentions"":[{""screen_name"":""ALDIANews"",""name"":""aldianews"",""id"":28097432,""id_str"":""28097432"",""indices"":[3,13]}],""urls"":[{""url"":""https://t.co/2ZJYY3dzYD"",""expanded_url"":""https://aldianews.com/articles/politics/opinion/world-upside-down/58517"",""display_url"":""aldianews.com/articles/polit…"",""indices"":[72,95]}]}"
1263500367339421696,ALDIANews,"There is no limit to #Washington’s lying and hypocrisy.

https://t.co/2ZJYY3dzYD

#Venezuela #Cuba #terrorism",Thu May 21 16:02:16 +0000 2020,21/05/2020 17:02:16,,,,,28097432,,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>",http://pbs.twimg.com/profile_images/902589419432984576/FIFoWjBW_normal.jpg,10470,5759,"Philadelphia, PA",http://twitter.com/ALDIANews/statuses/1263500367339421696,"{""hashtags"":[{""text"":""Washington"",""indices"":[21,32]},{""text"":""Venezuela"",""indices"":[82,92]},{""text"":""Cuba"",""indices"":[93,98]},{""text"":""terrorism"",""indices"":[99,109]}],""symbols"":[],""user_mentions"":[],""urls"":[{""url"":""https://t.co/2ZJYY3dzYD"",""expanded_url"":""https://aldianews.com/articles/politics/opinion/world-upside-down/58517"",""display_url"":""aldianews.com/articles/polit…"",""indices"":[57,80]}]}"
1263500367339421696,ALDIANews,"There is no limit to #Washington’s lying and hypocrisy.

https://t.co/2ZJYY3dzYD

#Venezuela #Cuba #terrorism",Thu May 21 16:02:16 +0000 2020,21/05/2020 17:02:16,,,,,28097432,,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>",http://pbs.twimg.com/profile_images/902589419432984576/FIFoWjBW_normal.jpg,10470,5759,"Philadelphia, PA",http://twitter.com/ALDIANews/statuses/1263500367339421696,"{""hashtags"":[{""text"":""Washington"",""indices"":[21,32]},{""text"":""Venezuela"",""indices"":[82,92]},{""text"":""Cuba"",""indices"":[93,98]},{""text"":""terrorism"",""indices"":[99,109]}],""symbols"":[],""user_mentions"":[],""urls"":[{""url"":""https://t.co/2ZJYY3dzYD"",""expanded_url"":""https://aldianews.com/articles/politics/opinion/world-upside-down/58517"",""display_url"":""aldianews.com/articles/polit…"",""indices"":[57,80]}]}"
1263438998829182983,worldnewsdotcom,"#Colombia: outrage as warlord's son picked to lead victim support project

#UAC #Terrorism #JorgeRodrigoTovar

https://t.co/OhGf7namR7 https://t.co/rWkRAMOfM4",Thu May 21 11:58:25 +0000 2020,21/05/2020 12:58:25,,,,,143142203,,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",http://pbs.twimg.com/profile_images/458883218603655168/mb6CPEx9_normal.png,19760,5342,,http://twitter.com/worldnewsdotcom/statuses/1263438998829182983,"{""hashtags"":[{""text"":""Colombia"",""indices"":[0,9]},{""text"":""UAC"",""indices"":[75,79]},{""text"":""Terrorism"",""indices"":[80,90]},{""text"":""JorgeRodrigoTovar"",""indices"":[91,109]}],""symbols"":[],""user_mentions"":[],""urls"":[{""url"":""https://t.co/OhGf7namR7"",""expanded_url"":""https://article.worldnews.com/view/2020/05/21/Colombia_outrage_as_warlords_son_picked_to_lead_victim_suppo/"",""display_url"":""article.worldnews.com/view/2020/05/2…"",""indices"":[111,134]}],""media"":[{""id"":1263438961931956200,""id_str"":""1263438961931956224"",""indices"":[135,158],""media_url"":""http://pbs.twimg.com/media/EYijCrlXsAAy-r9.png"",""media_url_https"":""https://pbs.twimg.com/media/EYijCrlXsAAy-r9.png"",""url"":""https://t.co/rWkRAMOfM4"",""display_url"":""pic.twitter.com/rWkRAMOfM4"",""expanded_url"":""https://twitter.com/worldnewsdotcom/status/1263438998829182983/photo/1"",""type"":""photo"",""sizes"":{""small"":{""w"":487,""h"":336,""resize"":""fit""},""medium"":{""w"":487,""h"":336,""resize"":""fit""},""large"":{""w"":487,""h"":336,""resize"":""fit""},""thumb"":{""w"":150,""h"":150,""resize"":""crop""}}}]}"
1263270000204414978,5a85eb87c18e45d,"RT @ejmalrai: When someone living in #Spain #España @SpanishPolice praises 11,000 al-Qaeda, #ISIS and foreign fighters from 86 different countries who died in #Syria. https://t.co/IqJFw6hlrm",Thu May 21 00:46:53 +0000 2020,21/05/2020 01:46:53,,,,,3619139954,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://pbs.twimg.com/profile_images/1030786468397174784/32cfIHGD_normal.jpg,189,71,,http://twitter.com/5a85eb87c18e45d/statuses/1263270000204414978,"{""hashtags"":[{""text"":""Spain"",""indices"":[37,43]},{""text"":""España"",""indices"":[44,51]},{""text"":""ISIS"",""indices"":[92,97]}],""symbols"":[],""user_mentions"":[{""screen_name"":""ejmalrai"",""name"":""Elijah J. Magnier"",""id"":2263105532,""id_str"":""2263105532"",""indices"":[3,12]},{""screen_name"":""SpanishPolice"",""name"":""Spanish Police"",""id"":271412522,""id_str"":""271412522"",""indices"":[52,66]}],""urls"":[]}"
1263267385383026689,Kanthama2,"RT @ejmalrai: When someone living in #Spain #España @SpanishPolice praises 11,000 al-Qaeda, #ISIS and foreign fighters from 86 different countries who died in #Syria. https://t.co/IqJFw6hlrm",Thu May 21 00:36:29 +0000 2020,21/05/2020 01:36:29,,,,,1234894407041736708,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",http://pbs.twimg.com/profile_images/1234894744599375872/Y5FWGOXO_normal.jpg,236,254,,http://twitter.com/Kanthama2/statuses/1263267385383026689,"{""hashtags"":[{""text"":""Spain"",""indices"":[37,43]},{""text"":""España"",""indices"":[44,51]},{""text"":""ISIS"",""indices"":[92,97]}],""symbols"":[],""user_mentions"":[{""screen_name"":""ejmalrai"",""name"":""Elijah J. Magnier"",""id"":2263105532,""id_str"":""2263105532"",""indices"":[3,12]},{""screen_name"":""SpanishPolice"",""name"":""Spanish Police"",""id"":271412522,""id_str"":""271412522"",""indices"":[52,66]}],""urls"":[]}"
1263267385383026689,Kanthama2,"RT @ejmalrai: When someone living in #Spain #España @SpanishPolice praises 11,000 al-Qaeda, #ISIS and foreign fighters from 86 different countries who died in #Syria. https://t.co/IqJFw6hlrm",Thu May 21 00:36:29 +0000 2020,21/05/2020 01:36:29,,,,,1234894407041736708,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",http://pbs.twimg.com/profile_images/1234894744599375872/Y5FWGOXO_normal.jpg,236,254,,http://twitter.com/Kanthama2/statuses/1263267385383026689,"{""hashtags"":[{""text"":""Spain"",""indices"":[37,43]},{""text"":""España"",""indices"":[44,51]},{""text"":""ISIS"",""indices"":[92,97]}],""symbols"":[],""user_mentions"":[{""screen_name"":""ejmalrai"",""name"":""Elijah J. Magnier"",""id"":2263105532,""id_str"":""2263105532"",""indices"":[3,12]},{""screen_name"":""SpanishPolice"",""name"":""Spanish Police"",""id"":271412522,""id_str"":""271412522"",""indices"":[52,66]}],""urls"":[]}"
1263222952436195328,FPSPredatorsHA,"RT @ejmalrai: When someone living in #Spain #España @SpanishPolice praises 11,000 al-Qaeda, #ISIS and foreign fighters from 86 different countries who died in #Syria. https://t.co/IqJFw6hlrm",Wed May 20 21:39:56 +0000 2020,20/05/2020 22:39:56,,,,,120450556,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",http://pbs.twimg.com/profile_images/735942125/fpslogo_normal.jpg,91,114,,http://twitter.com/FPSPredatorsHA/statuses/1263222952436195328,"{""hashtags"":[{""text"":""Spain"",""indices"":[37,43]},{""text"":""España"",""indices"":[44,51]},{""text"":""ISIS"",""indices"":[92,97]}],""symbols"":[],""user_mentions"":[{""screen_name"":""ejmalrai"",""name"":""Elijah J. Magnier"",""id"":2263105532,""id_str"":""2263105532"",""indices"":[3,12]},{""screen_name"":""SpanishPolice"",""name"":""Spanish Police"",""id"":271412522,""id_str"":""271412522"",""indices"":[52,66]}],""urls"":[]}"
1263214051141865472,tomdionnecarro1,"RT @ejmalrai: When someone living in #Spain #España @SpanishPolice praises 11,000 al-Qaeda, #ISIS and foreign fighters from 86 different countries who died in #Syria. https://t.co/IqJFw6hlrm",Wed May 20 21:04:33 +0000 2020,20/05/2020 22:04:33,,,,,1173821834875285509,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",http://pbs.twimg.com/profile_images/1251203459380109324/BhhrhDLE_normal.jpg,273,1725,,http://twitter.com/tomdionnecarro1/statuses/1263214051141865472,"{""hashtags"":[{""text"":""Spain"",""indices"":[37,43]},{""text"":""España"",""indices"":[44,51]},{""text"":""ISIS"",""indices"":[92,97]}],""symbols"":[],""user_mentions"":[{""screen_name"":""ejmalrai"",""name"":""Elijah J. Magnier"",""id"":2263105532,""id_str"":""2263105532"",""indices"":[3,12]},{""screen_name"":""SpanishPolice"",""name"":""Spanish Police"",""id"":271412522,""id_str"":""271412522"",""indices"":[52,66]}],""urls"":[]}"
1263123506843115521,myself1234567,"RT @ejmalrai: When someone living in #Spain #España @SpanishPolice praises 11,000 al-Qaeda, #ISIS and foreign fighters from 86 different countries who died in #Syria. https://t.co/IqJFw6hlrm",Wed May 20 15:04:46 +0000 2020,20/05/2020 16:04:46,,,,,19523962,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://pbs.twimg.com/profile_images/493444089417711617/OhOK_6EO_normal.png,1071,471,,http://twitter.com/myself1234567/statuses/1263123506843115521,"{""hashtags"":[{""text"":""Spain"",""indices"":[37,43]},{""text"":""España"",""indices"":[44,51]},{""text"":""ISIS"",""indices"":[92,97]}],""symbols"":[],""user_mentions"":[{""screen_name"":""ejmalrai"",""name"":""Elijah J. Magnier"",""id"":2263105532,""id_str"":""2263105532"",""indices"":[3,12]},{""screen_name"":""SpanishPolice"",""name"":""Spanish Police"",""id"":271412522,""id_str"":""271412522"",""indices"":[52,66]}],""urls"":[]}"
1263112180368637959,Koippari61,"RT @jmlaurio: ping @IF_Europe 

https://t.co/eUcP3Gk0rJ
#terrorism #lonelywolf #Spain",Wed May 20 14:19:45 +0000 2020,20/05/2020 15:19:45,,,,,759010685477019648,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://pbs.twimg.com/profile_images/1242890577810784256/9aYfflud_normal.jpg,558,835,,http://twitter.com/Koippari61/statuses/1263112180368637959,"{""hashtags"":[{""text"":""terrorism"",""indices"":[56,66]},{""text"":""lonelywolf"",""indices"":[67,78]},{""text"":""Spain"",""indices"":[79,85]}],""symbols"":[],""user_mentions"":[{""screen_name"":""jmlaurio"",""name"":""Juha-Matti Laurio"",""id"":97165100,""id_str"":""97165100"",""indices"":[3,12]},{""screen_name"":""IF_Europe"",""name"":""Intelligence Fusion - Europe"",""id"":1082357309123248100,""id_str"":""1082357309123248128"",""indices"":[19,29]}],""urls"":[{""url"":""https://t.co/eUcP3Gk0rJ"",""expanded_url"":""https://www.google.com/amp/s/www.mirror.co.uk/sport/football/news/terrorist-planned-target-barcelona-vs-22044851.amp"",""display_url"":""google.com/amp/s/www.mirr…"",""indices"":[32,55]}]}"
